id;PartitionKey;RequestCharge;requestSizeInBytes;requestBodySizeInBytes;responseMetadataSizeInBytes;responseBodySizeInBytes;
f6604969-b611-4443-b47f-9d54733f83a8;2772;99.24;166645;166224;127;174;
845dab87-8f00-464c-82a6-537873bc4306;2773;99.24;166663;166242;127;174;
ef734dab-9f3a-42fb-90d6-5bf4bea6f7c8;2774;99.24;166674;166253;127;174;
7f99d4b7-72f5-4971-ade7-16ec59d44b51;2775;99.24;166763;166342;127;174;
11b0d331-3406-470d-9d7b-cf392747f049;2776;99.24;166783;166368;445;166563;
12661acc-e039-4e5d-8df0-478900581a97;2777;99.24;166732;166317;127;174;
be4c116c-d011-410c-8420-6bcd741d7bcb;2778;99.24;166623;166208;445;166403;
e4ae4330-cd6d-44a2-9265-d28d6084f3f4;2779;99.24;166695;166280;127;174;
cdf665c1-f895-4026-bb25-7b8aa0010cdc;2780;99.24;166676;166261;445;166456;
c5811c50-dae4-4f6b-92b3-cb73cc496c4f;2781;99.24;166709;166294;127;174;
1428d252-f3f0-41d2-b202-da119ab98daa;2782;99.24;166774;166355;127;174;
0363790d-9f44-458c-a170-598e5f5525db;2783;99.24;166812;166393;127;174;
eb7f4c20-5b53-4a72-be61-dcbb506e844b;2784;99.24;166839;166420;127;174;
e60ce052-b0af-4272-94bd-8290c5f0a790;2785;99.24;166843;166424;127;174;
20db2aad-9492-4a6d-8d43-be9375572225;2786;99.24;166842;166427;127;174;
9ec821b8-1894-4fd6-9309-f870bf14aae2;2787;99.24;166887;166472;127;174;
cc7a71eb-e4aa-483f-9b14-30f3a04ecee7;2788;99.24;166907;166492;127;174;
39a457f9-c215-4af6-86b9-4e551d8ebac5;2789;99.24;166852;166437;127;174;
947af947-1494-4d86-9f57-5163e269fd2b;2790;99.24;166893;166478;127;174;
da2f166b-40ec-4c82-80d7-c2b2e6d0d1d8;2791;99.24;166845;166426;127;174;
76b4a09c-d1db-4243-abba-90fb012c80a7;2792;99.24;166809;166390;127;174;
e5a70ac0-64f1-4515-bec9-1701ba492425;2793;99.24;166823;166404;127;174;
f295b684-e7b0-47df-b34e-f63b33efd103;2794;99.24;166873;166454;127;174;
9a9ee479-b0b2-4cb7-a7a6-a2ec93b5241d;2795;99.24;166853;166438;127;174;
e55f2150-8667-4412-b83b-628f6a13d4be;2796;99.24;166784;166369;127;174;
1b6dd76d-2060-4685-a9dc-59ef8b390c94;2797;99.24;166857;166442;127;174;
535714fa-167c-482c-8069-ffdc971158a6;2798;99.24;166876;166461;445;166656;
671db330-88b0-405c-ba73-9bb2f51c84df;2799;99.24;166903;166488;127;174;
c8330c5a-e5d6-4be2-8981-61b0a3eee760;2800;99.24;166984;166569;445;166764;
e11710b4-d2dd-42db-9baf-ea9038e1a78a;2801;99.24;166945;166530;127;174;
67d521c6-3e44-42c8-ae51-4ddd38458bde;2802;99.24;167053;166638;127;174;
8d35dc60-b498-4355-b907-78288871a2d7;2803;99.24;167036;166621;127;174;
e476bb64-0d0d-43ab-8ba8-fd38020a0031;2804;99.24;167148;166733;127;174;
1bde83f2-3842-47dd-9360-aa71e29109b8;2805;99.24;167175;166760;127;174;
fedb9083-33ba-4c3a-847a-e8beb64aed73;2806;99.24;167312;166897;127;174;
2a3904e7-3ce2-4519-ae80-8a1fef942b12;2807;99.24;167283;166868;127;174;
2162a466-3099-4fa3-b30e-5c9b0a4dddca;2808;99.24;167262;166847;127;174;
74022ea1-f936-4a5d-9c16-d6b1d562ac4f;2809;99.24;167276;166863;445;167058;
394ea880-39af-411d-a67f-c83fac059c65;2810;99.24;167368;166955;127;174;
d5bf0de1-847d-4dc6-af21-c836919b6272;2811;99.24;167365;166952;445;167147;
a95ddd38-d07b-493e-901a-6a1ac27b427e;2812;99.24;167469;167056;127;174;
9e71a3c0-267a-4b43-a731-6abd7f6bb3f3;2813;99.24;167524;167107;127;174;
349ee844-f3d1-417d-9213-1706ddf6ee73;2814;99.24;167540;167123;127;174;
21adcedb-9a33-4547-b30d-bcc6e9564a5c;2815;99.24;167632;167215;445;167410;
2f30c835-55e5-40ec-9af0-47ae70f13e9e;2816;99.24;167633;167216;127;174;
f3125006-315a-43b8-a479-d260d6ab8b88;2817;99.24;167633;167216;445;167411;
65bb09c7-bf38-44dc-8279-54ee9e087fd1;2818;99.24;167640;167223;127;174;
f21dbfdb-783e-4fd8-ab39-ac3bf4f75bc2;2819;99.24;167738;167317;445;167512;
ba00c9e2-bb17-4a77-8992-76a7f1bb150b;2820;99.24;167737;167316;127;174;
61ef4002-ebb5-4aae-a83b-8de4bed671d2;2821;99.24;167797;167376;445;167571;
11c9efe2-f461-4fae-9e51-ebe5777fa803;2822;99.24;167883;167462;127;174;
f76bcaf1-5ee7-408b-8d24-3ad3ee84b4cf;2823;99.24;167979;167562;445;167757;
70b68734-727a-49fa-816e-070d35c42083;2824;99.24;167978;167561;127;174;
617d39a3-1af5-49f8-b237-c8dae4817170;2825;99.24;167978;167561;445;167756;
a20b2b70-bfbe-46e8-9ac6-586120d9c1f2;2826;99.24;167943;167526;127;174;
b47d8c81-bfd2-4c6c-bed1-3253f7ff259e;2827;99.24;167966;167553;445;167748;
e168c2b9-cecf-41f7-bfa2-f924e51bad4d;2828;99.24;168052;167639;127;174;
6d8241e7-662a-4e2f-b56e-02b8c06b6e43;2829;99.24;168008;167595;127;174;
a8f1adcb-9e93-426b-9546-5b6f829e16e4;2830;99.24;168109;167696;127;174;
e1ced8b0-a6f4-42c6-b98c-b231ba70303f;2831;99.24;168139;167726;127;174;
9e5f0b1c-e83c-436c-86d4-ecd34c2f1168;2832;99.24;168182;167769;127;174;
1f953340-0726-4878-8f39-31b6475d949e;2833;99.24;168223;167810;127;174;
f0eaf0de-a2e7-4c4d-bc15-b908d38bffe1;2834;99.24;168264;167851;127;174;
42130907-85e2-4670-bef5-da79e04a891f;2835;99.24;168249;167836;127;174;
d77e86fe-98aa-4502-8b88-86eecdab2490;2836;99.24;168245;167832;127;174;
70300bb5-59be-44ef-ba1d-34d2664f4e3b;2837;99.24;168284;167863;127;174;
8bb3f18f-df30-464b-bf2a-1170b7f5601c;2838;99.24;168336;167915;127;174;
1f36a30c-9367-49b4-8dbf-99da4b16bedc;2839;99.24;168334;167913;127;174;
31ecb14d-a026-4b3e-84b6-5663a1866fbc;2840;99.24;168301;167880;127;174;
74438b1f-f26b-49f5-95ca-cf0d7ac7910d;2841;99.24;168356;167935;445;168130;
266feb11-a701-45ce-955e-50d19f92922c;2842;99.24;168408;167987;127;174;
6aaac7e8-2274-403f-bb50-ed25de25fab4;2843;99.24;168450;168029;445;168224;
127c83b9-402d-45ee-bc57-f08eb253ba48;2844;99.24;168543;168122;127;174;
f66f6ba3-cb64-4bef-8a9a-4e1b189600ec;2845;99.24;168650;168229;445;168424;
bdfc98b2-a011-4ce6-9d55-a3a59c6eaa7d;2846;99.24;168731;168314;127;174;
328a736a-f46b-4bbb-b0e1-7572fdd38bd3;2847;99.24;168690;168273;445;168468;
b1c6702d-1e2f-49dc-9b1d-32f8974d2414;2848;99.24;168665;168248;127;174;
75cf2c18-690e-457a-82c1-92c2d91e0159;2849;99.24;168764;168347;127;174;
0f8919f7-4b15-40cd-9d32-c422e8b2855d;2850;99.24;168754;168337;127;174;
2205cf78-72a9-4016-a414-3f30236aa7af;2851;99.24;168734;168319;127;174;
81f00960-72b9-42f3-b2cc-8d4934ef290a;2852;99.24;168714;168299;127;174;
6f44a971-4733-4337-9149-7f75e33df83c;2853;99.24;168643;168228;127;174;
f6a505f5-0322-445d-8715-aa6e22ea0e43;2854;99.24;168667;168252;127;174;
8b710ad8-4733-4fd0-855f-e89d30a9833e;2855;99.24;168723;168300;127;174;
3f8f0a7f-069b-45ca-b62c-787a1f5d3546;2856;99.24;168815;168392;127;174;
1356f364-36d0-4be1-bcb1-d3afefeab724;2857;99.24;168890;168467;127;174;
7698234f-f476-49e3-a671-cc76945c88f0;2858;99.24;168818;168395;127;174;
ed35355c-da10-4b39-80d8-0b9b04313bd5;2859;99.24;168857;168434;445;168629;
9ecdccc2-306b-4f77-92c5-f98bde1acd5a;2860;99.24;168865;168448;127;174;
a3d75fe8-0a39-47de-85bf-3dd669b2c18f;2861;99.24;168937;168520;445;168715;
a5e83501-4cbe-4a0c-8838-e41a4f88e388;2862;99.24;168967;168550;127;174;
97454ae2-4851-422f-93fe-ecd343782869;2863;99.24;169085;168668;127;174;
006961d9-db19-4feb-9784-56e8d80bdcff;2864;99.24;169128;168711;127;174;
c9fdbe7b-4180-4bb6-81ac-aea08241e89d;2865;99.24;169185;168768;127;174;
67629ee1-f7bc-42b8-a1fd-e600b0f417f9;2866;99.24;169176;168759;127;174;
db07737b-a70d-4bc4-8e20-2a1da2d6c510;2867;99.24;169158;168741;127;174;
75b8c616-46c1-4a9f-9f08-086008b962f3;2868;99.24;169172;168755;127;174;
89057c8d-b6c5-4a4b-a3fa-fd8c4a81b038;2869;99.24;169191;168776;127;174;
334946b0-33e1-442f-9145-f3e59429228c;2870;99.24;169302;168887;127;174;
828f0849-5a10-4e98-a66e-2ebbf4b37970;2871;99.24;169292;168877;127;174;
c90e56e3-bff6-475b-87db-37669f0c9946;2872;99.24;169318;168903;127;174;
1bb1912b-9131-47d8-9141-b3fd8edd0b25;2873;99.24;169262;168843;445;169038;
75cd3526-e7fe-495c-8060-bbc109ad5af6;2874;99.24;169274;168855;127;174;
e30312f8-6d7d-4a86-a9ab-d761c400859b;2875;99.24;169287;168868;127;174;
bebbd446-63de-435b-bcbf-3c0e6ac6f1da;2876;99.24;169352;168933;127;174;
d37afd20-32d6-46c9-ab42-227efaf6a96f;2877;99.24;169440;169021;127;174;
6a0c0679-1abe-4cda-93cf-f25ec9ede376;2878;99.24;169521;169108;127;174;
84a01a80-d743-4d53-8bf6-4876b620e5fc;2879;99.24;169602;169189;127;174;
0c25e10f-5f95-4aee-9534-85711fd16884;2880;99.24;169595;169182;127;174;
904a1102-a706-4bee-8989-c2af8d33b131;2881;99.24;169613;169200;127;174;
9e64bb6b-91c7-462b-ace3-b07246842682;2882;99.24;169683;169270;127;174;
32aee31b-5ca1-4699-837d-84fd5a3b7522;2883;99.24;169708;169293;127;174;
ee637b09-b179-403e-b701-30a229baaf55;2884;99.24;169673;169258;127;174;
65a6bb6e-6c0b-4e8b-880d-48248396a464;2885;99.24;169701;169286;127;174;
3896dbb4-5164-4c1e-9dfe-1fa09707d1d2;2886;99.24;169638;169223;127;174;
c8f6caf3-2e3f-4806-9b2b-1f78d278bddc;2887;99.24;169708;169295;127;174;
3154df16-2d82-4eda-8714-2176e4635cc8;2888;99.24;169745;169332;127;174;
b6a7a1c4-7246-4a62-a0aa-2d5fdb82e92d;2889;99.24;169859;169446;127;174;
2adcfa2a-6ad5-497c-9b45-b7eef2f2ff6c;2890;99.24;169848;169435;127;174;
c2172e0e-b708-4133-b519-32e548f306c7;2891;99.24;169890;169477;127;174;
74d78ce0-5908-4249-8f8c-b148aaff969b;2892;99.24;170042;169625;127;174;
9e526e1e-d89b-42fb-8cf2-bc66fb55a00d;2893;99.24;170063;169646;127;174;
df414590-9350-4f1d-a1e7-7b18540fd4c9;2894;99.24;170047;169630;127;174;
ce080c5d-271c-453f-9975-e94d217bfc3f;2895;99.24;170066;169649;127;174;
bde9c73d-82f6-409d-aa3d-ef92c72fb463;2896;99.24;170262;169845;127;174;
2fb6b32c-0f0f-4da1-bdf4-5ce785190416;2897;99.24;170273;169858;127;174;
7f0dbafd-3823-4aef-84cc-e5a03190da09;2898;99.24;170332;169917;127;174;
cfdc77b0-d21f-4fdf-ae81-6f3ff64bc54b;2899;99.24;170349;169934;127;174;
85604215-3015-4108-81fd-5807ce76e499;2900;99.24;170402;169987;127;174;
3bc3b140-646e-4062-b383-b9b06ebb41be;2901;99.24;170434;170019;127;174;
8341a79b-0038-4260-a6b1-6b71327860d2;2902;99.24;170449;170034;127;174;
32d10bc7-14b0-4841-9503-a4c78cb2030d;2903;99.24;170453;170038;127;174;
ec15697c-3d4e-49ca-9fa0-602527235b89;2904;99.24;170506;170091;127;174;
ebfb3578-983a-488c-9cdc-e8a67406ca4d;2905;99.24;170491;170076;127;174;
7946250a-92ab-40c8-8e34-b5351a6284c4;2906;99.24;170557;170142;127;174;
2b812827-6ef7-47cc-afc1-fb8b98fa6c45;2907;99.24;170535;170120;127;174;
d198d201-5a2c-4607-bcb9-cb5def6be1c4;2908;99.24;170496;170081;127;174;
0c11bf34-1a92-4a61-9cdd-fb0731f6d40d;2909;99.24;170513;170098;127;174;
a918a9ca-ab14-4849-a119-c3ab1a9bc33d;2910;99.24;170539;170124;127;174;
4ad8406d-a8ec-45b4-80d6-a6cde34f514e;2911;99.24;170637;170222;445;170417;
680691cd-e94b-48f0-86ea-4fd4de10b06c;2912;99.24;170649;170234;127;174;
ccf4e8db-0d50-43a9-8d15-c8b1e5204878;2913;99.24;170623;170208;445;170403;
a19cb84f-3343-4c70-9184-95e2b8fc8cfb;2914;99.24;170864;170449;127;174;
965f130c-528e-43ba-85f7-148cb8c5d40b;2915;99.24;170831;170414;445;170609;
25948fc3-2bb6-45c6-81a5-3a0fe5a5b8ba;2916;99.24;170925;170508;127;174;
b9a34eb7-f865-4562-a816-ca0551233010;2917;99.24;170894;170477;445;170672;
c8c7428c-63d5-4726-9143-1f2e236de37b;2918;99.24;170897;170480;127;174;
0c6989d7-d78c-42e2-bb8f-b48e7dca17dd;2919;99.24;170931;170516;445;170711;
745a43e0-9eba-4bcd-97bb-216344c75e3d;2920;99.24;170874;170459;127;174;
02826560-4ec9-4f4a-855c-f976ed327e43;2921;99.24;170886;170471;127;174;
fe104d46-8c69-4baf-9285-df05761f4ddf;2922;99.24;170921;170506;127;174;
b461dab6-3538-4359-9c9d-403e033bcf75;2923;99.24;170929;170514;127;174;
8ca5b85e-8b4c-491a-a23e-c2a51bebad0f;2924;99.24;171025;170608;127;174;
d85ca08c-c44c-41e5-9188-3d1b73520ce8;2925;99.24;171073;170656;127;174;
a7e9d997-0f74-4627-8a92-cb36526795b8;2926;99.24;171057;170640;127;174;
90767695-a2dc-4233-98e4-df34ba22e832;2927;99.24;171084;170667;127;174;
de25cc11-67f9-4a4d-affa-7646b5a16ac4;2928;99.24;171188;170771;127;174;
379d97c3-2797-4ef1-b8ce-357bd612bd71;2929;99.24;171255;170842;127;174;
7b126c52-1118-4cb2-8e59-0726fbc7f030;2930;99.24;171264;170851;127;174;
d120621f-00ad-4024-9a1b-02dd99fab1e2;2931;99.24;171459;171046;127;174;
978c9582-7e0a-4827-966c-ae56a17eb591;2932;99.24;171386;170973;127;174;
9cfabdff-3ade-4d89-961f-b9e6fc2dd7ee;2933;99.24;171358;170939;127;174;
2bc7d0a3-df72-4355-9153-9c585c3c35a4;2934;99.24;171468;171049;127;174;
e158804b-a560-4b84-8619-fdc527c7cb64;2935;99.24;171457;171038;127;174;
38f57f4c-7e23-425e-a5a4-e0a2aafdcfd0;2936;99.24;171474;171055;127;174;
34e74c1d-ca8f-4608-9483-c9159b680110;2937;99.24;171664;171245;127;174;
fbd5cef4-28b7-4735-be8e-384a39384f71;2938;99.24;171604;171189;127;174;
7174c80f-5bcf-4a32-8f6b-b183832901e9;2939;99.24;171550;171135;127;174;
86ef345c-458c-4bfd-bc89-04f9d249f176;2940;99.24;171561;171146;127;174;
1eeae612-713d-41cc-8ad1-cb2a7a5fba0e;2941;99.24;171596;171181;127;174;
5e137b29-2f54-46b1-8b61-f012e32751d8;2942;99.24;171664;171249;127;174;
39bb66a1-6209-4e80-83df-c220cd28a6f7;2943;99.24;171739;171320;445;171515;
d44a7ed2-7895-4721-a8b6-a66450500c6d;2944;99.24;171798;171379;127;174;
aab760d3-c667-41fc-bc94-f4f1235a1ab3;2945;99.24;171925;171506;445;171701;
9f5e1fae-c8bd-4085-8ed3-090b7090c7a3;2946;99.24;171898;171479;127;174;
5efff021-4090-4076-8e2b-2815fa621911;2947;99.24;171885;171470;445;171665;
078670e4-f9e7-48e3-a0e6-67bce45b27e3;2948;99.24;172021;171606;127;174;
bd835855-28dd-407d-af0c-3be43c65c253;2949;99.24;172024;171609;445;171804;
6555d85f-f384-46a7-8939-18fad2ba38d7;2950;99.24;171996;171581;127;174;
5de1c274-fd41-4056-afc8-2dfde3785584;2951;99.24;172010;171595;127;174;
8b042758-f6aa-4a43-adce-2b250ce2f12b;2952;99.24;172030;171617;127;174;
d1967071-fd10-48b3-a9fa-e93f9fce7498;2953;99.24;172110;171697;127;174;
aaf5abe2-2c2b-4b8b-9378-2e7f13877271;2954;99.24;172109;171696;127;174;
b25b92e0-97a5-4e4a-b4bc-176c15894805;2955;99.24;172125;171712;127;174;
398d1153-ddbf-4d60-a85b-5dbf45fe8554;2956;99.24;172027;171614;127;174;
3b5539bc-8934-4b4d-b7eb-098475d4d980;2957;99.24;172023;171610;127;174;
b453027b-dc47-42de-8113-32ab6d8dbb2d;2958;99.24;172030;171617;127;174;
22e797cc-de81-402d-bd6d-41be53805ee6;2959;99.24;172113;171700;127;174;
31c82e87-4287-419f-aa7d-5316e55f5bf9;2960;99.24;172165;171752;127;174;
d67d5b34-40c6-493e-9d04-a3bb0fdaa22e;2961;99.24;172201;171788;127;174;
01e54cb9-1228-48df-b68b-5aa30919f840;2962;99.24;172223;171810;127;174;
16907fbd-33c3-48be-bf29-721e321cb88b;2963;99.24;172356;171943;127;174;
ba085e14-a01e-4137-8339-fc8d697eea38;2964;99.24;172426;172013;127;174;
5746703e-f8ae-4110-b201-e6c72d8a6ec0;2965;99.24;172504;172091;127;174;
d22046de-17b9-46c9-b76c-7960cae74820;2966;99.24;172524;172109;127;174;
e6cba30e-c898-4ad0-b6f8-dcea17fa3883;2967;99.24;172524;172109;127;174;
7e247916-7df4-4e75-b5e8-877ed389d6f8;2968;99.24;172543;172128;127;174;
b61f9f05-77ac-41b6-b953-37381cee5728;2969;99.24;172549;172134;127;174;
af02fe65-16da-41e1-82e6-d3ba33484cad;2970;99.24;172651;172236;127;174;
977aa862-c190-473b-85f4-c0e9a29047d2;2971;99.24;172693;172278;127;174;
a6119359-33ba-4f63-aa0f-3080e96d6af6;2972;99.24;172634;172219;127;174;
c0d4f012-a4a3-4337-ad5d-b4ac2b7674f8;2973;99.24;172629;172214;127;174;
e73bd107-7e95-4ab5-918b-b018f583cdeb;2974;99.24;172614;172199;127;174;
84ed2142-4787-44f6-adf7-f386b61f5a19;2975;99.24;172671;172258;127;174;
5239cf82-a33b-444d-9e0f-b46096255e11;2976;99.24;172648;172235;127;174;
d20bd79f-b070-408e-8db0-055a4b7d7fbc;2977;99.24;172670;172257;127;174;
494b2f35-10bc-4b12-b177-342d371034f5;2978;99.24;172649;172236;127;174;
73567b09-b058-4a16-8ed0-2a9f48a3a2c3;2979;99.24;172673;172260;127;174;
024c3213-2e2c-4139-878e-133366ec305a;2980;99.24;172672;172259;127;174;
ba330a07-de33-433c-9038-3810e2ed4939;2981;99.24;172744;172331;127;174;
3b128cbd-132f-462c-9515-82c43def8239;2982;99.24;172851;172438;127;174;
552f5619-62b1-436f-9f11-39a6cd4b0442;2983;99.24;172946;172533;127;174;
1c583d02-9408-4d1b-ac88-c728e235f539;2984;99.24;172955;172538;127;174;
cb037568-6114-4af7-8a3f-d08e97182b36;2985;99.24;173033;172616;127;174;
7ba13d33-0593-4f75-8cde-70540270872c;2986;99.24;173103;172686;445;172881;
5b0ef2bd-67e5-410e-993c-0bc859375c8e;2987;99.24;173317;172900;127;174;
d41efab4-3255-4e84-b490-bc36af00c66c;2988;99.24;173301;172888;445;173083;
cf125699-4da0-473d-b7ae-4550fec0f255;2989;99.24;173337;172924;127;174;
e8809118-e1f8-41c8-8698-642de2891b3a;2990;99.24;173322;172909;445;173104;
072ed2aa-db78-4817-ba64-4f2475ec60a3;2991;99.24;173364;172951;127;174;
21241765-c7ec-4302-a8b6-9900043a3abd;2992;99.24;173318;172905;445;173100;
fa3f46c6-09e1-4f8e-9c1e-d0b790ee0a5a;2993;99.24;173553;173138;127;174;
1e71187c-98ba-4b49-a6e0-a70545fd13ab;2994;99.24;173582;173167;445;173362;
1b7a2694-7f24-4638-bc35-a08b886e501f;2995;99.24;173606;173191;127;174;
017e9c15-f5a6-4629-89a8-83165bd6af70;2996;99.24;173533;173118;445;173313;
d32e23cf-b015-4a4f-b2a6-8763d156c037;2997;99.24;173639;173224;127;174;
43b1bc97-7154-410e-9aae-d3a0750ca5a7;2998;99.24;173635;173218;127;174;
b6e13f9d-3592-49f1-b0cf-6a420a67461e;2999;99.24;173681;173264;127;174;
96ee4679-5acf-432f-9d98-9f0a7f401e07;3000;99.24;173717;173300;445;173495;
435d7ac6-7b84-49d1-94a8-e039fa5d2a09;3001;99.24;173652;173235;127;174;
48ee14a7-cb15-4228-a446-ccdcec8073ee;3002;99.24;173625;173212;445;173407;
5f624bd1-ef8c-4bc6-a08c-1599bb4594a3;3003;99.24;173666;173253;127;174;
737ad3c2-e5af-4972-890d-3a1dc4b4bf96;3004;99.24;173681;173268;445;173463;
7d867726-9ca0-4e48-b1da-99e50f048894;3005;99.24;173616;173203;127;174;
4b737473-0472-4828-b7a4-4969c6db2b1f;3006;99.24;173554;173141;445;173336;
a165007c-fbb5-4951-952e-371f0e0283ed;3007;99.24;173702;173285;127;174;
444c2df0-15d7-40b9-a521-ab05923aea2d;3008;99.24;173720;173303;127;174;
d03abf70-d720-4dab-bd96-e389a836dc36;3009;99.24;173878;173461;127;174;
fd67b5e0-c4f0-45e6-8149-5318e41fe801;3010;99.24;173905;173488;127;174;
e9f4a823-dae4-452b-b4e3-aedd8eed4358;3011;99.24;173955;173538;127;174;
6610dbfd-022c-4d64-a60f-150c2181181d;3012;99.24;173921;173506;127;174;
fd802b57-ffa6-4409-8627-d6c157f7eb23;3013;99.24;173950;173535;127;174;
1f95b176-c310-44af-8660-11a750901c96;3014;99.24;173949;173534;127;174;
ff030805-2562-4329-9ec4-1290f0d65f03;3015;99.24;174045;173630;127;174;
5d22d707-3c36-44ee-9dad-90c62ed413e9;3016;99.24;174059;173644;127;174;
abf1741d-f9ca-48be-8a84-d5f5a38cc4b9;3017;99.24;174176;173761;127;174;
9c627881-7a2f-454f-a772-4d68c0fc96dc;3018;99.24;174095;173680;127;174;
ab155905-2285-41d6-a273-e6eefd548788;3019;99.24;174156;173741;127;174;
7e39df2f-f40c-447a-b232-9923b87c1640;3020;99.24;174262;173847;127;174;
a199cb77-ad9e-4f40-8768-cba3e32bc163;3021;99.24;174236;173817;445;174012;
afda5b35-5d0c-4d58-9e30-21d89f05387a;3022;99.24;174321;173902;127;174;
fb25fc66-cee5-4766-b764-54efebb604e0;3023;99.24;174267;173848;445;174043;
880afb44-bb3e-4849-b2e9-6ccc80ed6d20;3024;99.24;174206;173787;127;174;
92682c67-a6cc-4b8c-b1af-2af580c7686c;3025;99.24;174175;173760;127;174;
7323dc7f-23fa-4df4-ac0a-821425a29ba8;3026;99.24;174159;173744;127;174;
8b6cb2c0-0735-4b92-b01b-013bf3d9d5fd;3027;99.24;174166;173751;127;174;
6ab118d7-c055-4f4f-b6a8-bc7b8c1fc0ad;3028;99.24;174204;173789;127;174;
a17b7e76-af56-498b-b541-1b9b344400cb;3029;99.24;174145;173730;127;174;
54dea759-6018-4430-83f2-085950a4a396;3030;99.24;174143;173730;127;174;
c1593f85-11c2-47a1-af24-274c5fbddb6c;3031;99.24;174194;173781;127;174;
abe61d74-50eb-4fd5-ad23-588d56836c97;3032;99.24;174195;173782;127;174;
4002d2f4-61f4-4f78-b558-51f8e02e6408;3033;99.24;174284;173871;127;174;
3c3f7a6b-9401-40c3-aaae-1ef65c011a3f;3034;99.24;174357;173944;127;174;
aa626e43-f841-46b3-b3e1-9f8401c27d61;3035;99.24;174356;173943;127;174;
bad81556-4a22-4abf-bb39-7fa13b3e20e8;3036;99.24;174420;174007;127;174;
a006c7e7-0578-4530-8d88-25b2c4986ec6;3037;99.24;174578;174165;445;174360;
ac0cad7c-0c10-43e7-8d95-2d6b1338d818;3038;99.24;174624;174211;127;174;
b7abe758-aab3-4ea1-9c0f-417023ca7d29;3039;99.24;174532;174115;445;174310;
f61bab12-b915-4012-9493-423fc64212f2;3040;99.24;174549;174132;127;174;
50b4a01c-8c2e-4908-9ec7-179071d5e660;3041;99.24;174601;174184;445;174379;
ce745959-97c8-4b6d-84bb-64eab99bc07e;3042;99.24;174772;174355;127;174;
a5672928-4416-4492-a03d-fa33f1615cc1;3043;99.24;174842;174425;445;174620;
2b5bc435-3c20-41e4-80b6-d03a1c133937;3044;99.24;174818;174403;127;174;
20740337-1b39-4fd2-987d-280bd97b6cbd;3045;99.24;174843;174428;445;174623;
4fbf583b-1222-494c-8687-26a250fc207f;3046;99.24;174962;174547;127;174;
e16df0ff-99cb-4c3e-a1f5-ae35dea1d654;3047;99.24;174928;174513;445;174708;
39d58e3e-e9ff-4011-8a6f-78ee92e27d57;3048;99.24;174972;174557;127;174;
a6c0a982-22b7-423e-8fed-802d290b56fb;3049;99.24;174918;174497;445;174692;
415e3c74-14ed-4809-b1c9-545bef9d6b72;3050;99.24;174867;174446;127;174;
273a14fe-21a2-4cae-8fab-29c485bdec5d;3051;99.24;174848;174427;445;174622;
4636f801-fec8-41a9-ac2a-cd6a360d98e8;3052;99.24;174827;174406;127;174;
30dfa8f7-1157-4330-b5e7-9b5d6ce21a00;3053;99.24;174876;174461;445;174656;
a61668a2-22ac-4ae1-845a-e8409508a6b5;3054;99.24;174834;174419;127;174;
5886ec75-458c-4c99-821b-2987ae35d0d1;3055;99.24;174892;174477;445;174672;
0a1f644b-0f56-4580-a990-9dbc05ff01cc;3056;99.24;174950;174535;127;174;
98ad7dd6-5640-4d4f-a7dd-65707ed679d4;3057;99.24;175013;174598;127;174;
957d49bf-e2a4-403b-a022-f0d32a7b8e24;3058;99.24;175085;174670;127;174;
6836e7cf-559b-4f59-8c55-1c492f148bc1;3059;99.24;175113;174698;127;174;
8ea96a50-8bcc-424b-b9ba-1426189324ae;3060;99.24;175146;174731;127;174;
1cd5dc67-2819-4277-8ea5-f7228ce0f1df;3061;99.24;175161;174746;445;174941;
cb8e295b-6c6f-4728-b8eb-c9401ff3a3d3;3062;99.24;175292;174877;127;174;
f9602ede-6168-4b08-b541-ac30a4421fb9;3063;99.24;175301;174884;445;175079;
12ac9bc4-5616-40a8-852a-4ad6f9018d22;3064;99.24;175291;174874;127;174;
1f0ba1b7-5995-43a8-ba93-bbf030eb8854;3065;99.24;175315;174898;445;175093;
e91b33c4-1170-491c-85fc-03fe7fe24a52;3066;99.24;175379;174962;127;174;
d836eb5e-8600-4fd7-a50c-0f4c54781387;3067;99.24;175403;174988;127;174;
d9ae6ed3-4fa9-4e1b-b99b-67fb6693597e;3068;99.24;175443;175028;127;174;
dd1b1d2d-8bb7-4617-a84b-891be8825618;3069;99.24;175582;175167;127;174;
15dbc68d-1ada-478c-babb-4b33c286f63b;3070;99.24;175573;175158;127;174;
c6478251-ee62-4ca8-a374-3d076174d49f;3071;99.24;175616;175199;127;174;
ef29484c-57d5-4c1c-b86c-93c9fd288e08;3072;99.24;175685;175268;127;174;
ee93ac24-3f11-41e3-877a-d2a2ba380cb8;3073;99.24;175800;175383;127;174;
d7f88753-c54b-4e56-8bcc-7c52cc3e3968;3074;99.24;175759;175342;127;174;
81970321-57aa-4a34-ae6e-04a6532cc8b4;3075;99.24;175839;175422;127;174;
67a12234-b1b9-4f86-90ae-d22403458dc7;3076;99.24;175889;175474;127;174;
38214a0b-158b-43e3-81d2-801f261a9e95;3077;99.24;175959;175544;127;174;
416425e9-d1f1-4e3c-b35a-2b0f5181b4b1;3078;99.24;176029;175614;127;174;
9833a7ae-2103-40db-8896-2a65fb398d99;3079;99.24;176074;175659;127;174;
